Name	Place	Description	Pdf
Verrone (Charles)	à Salluzzo (Cuneo)	Viande desséchée de veau, de boeuf et d'autres animaux.	Paris_1867_Italy_91.jpg
Selmini (Joachim)	à Turin	Saisons.	Paris_1867_Italy_91.jpg
Raimoldi (Jean)	à Milan	Saucissons.	Paris_1867_Italy_91.jpg
Canobbio (Séraphine)	à Varèze	Salaions.	Paris_1867_Italy_91.jpg
Carulli (David)	à Crémone	Saucissons, salaions, spalla, cervellati, cutatello, coppa, et cotichino.	Paris_1867_Italy_91.jpg
Cacchini (Ange)	à Plaisance	Salaions et jambons.	Paris_1867_Italy_91.jpg
Guzzoni (Horace)	à Corrégio (Reggio)	Coppe et zamponi; salaisons de viande.	Paris_1867_Italy_91.jpg
Ecellentani (Joseph)	à Modène	Saisons et jambons: cotechini, zamponi, capelletti, saucissons, salami de Florence: coppa, mortadelle.	Paris_1867_Italy_91.jpg
Palazzi (Francois)	à Modène	Zamponi, cotechini, capelletti, mortadelle, coppa, salami florentini, prescutti, trifula, lards, strutto.	Paris_1867_Italy_91.jpg
Giudi (Joseph)	à Modène	Salaions.	Paris_1867_Italy_91.jpg
Forni (Alexandre)	à Boulogne	Mortadelle et saucisson.	Paris_1867_Italy_91.jpg
Orsi (Raphaël)	à Bologne	Mortadelles et saucissons de Bologne.	Paris_1867_Italy_91.jpg
Ravaldoni (François)	à Bologne	Mortadelle, salame gentile, coppa d'estate.	Paris_1867_Italy_91.jpg
Sbrisga (Joseph)	à Bologne	Mortadelle de Bologne, saucissons fins.	Paris_1867_Italy_91.jpg
Société Felsinée des salaions de Bologne (Bologne)	Salaions, mortadelles et saucisses de Bologne.		Paris_1867_Italy_91.jpg
Zanetti (Guido)	à Bologne	Mortadelle, salame gentile, coppa d'estate.	Paris_1867_Italy_91.jpg
Zappoli frères	à Bologne	Mortadella, saucissons, mortadelle fête.	Paris_1867_Italy_91.jpg
	Sous-commision de Cantane (Barbagallo Salvador)	Graisse.	Paris_1867_Italy_91.jpg
Chambre de commerce de Ferrare	Saucissons de Ferrare.		Paris_1867_Italy_91.jpg
Cevo (Louis)	à Masse et à Carrare	Mortadelles à la bolonaise; jambons, zamponi.	Paris_1867_Italy_91.jpg
Calderai (Ange)	à Florence	Saucisson raffiné de diverses qualités à l'ail et aux épices.	Paris_1867_Italy_91.jpg
Giacchetti (Pierre)	à Florence	Salaions.	Paris_1867_Italy_91.jpg
Ravaglioli (Thomas)	à Florence	Mortadelles, zamponi et cotechini.	Paris_1867_Italy_91.jpg
Gori (Ce Auguste de)	à Sienne	Jambons.	Paris_1867_Italy_91.jpg
Berionni (Joseph)	à Fabriano (Anconé)	Saucissons.	Paris_1867_Italy_91.jpg
Sentinelli frères	à Fabriano (Anconé)	Saucissons.	Paris_1867_Italy_91.jpg
Calderoni (Antoine)	à Fuligno (Pérouse)	Saucissons.	Paris_1867_Italy_91.jpg
Francarelli frères	à Fuligno (Pérouse)	Jambons et viandes salées.	Paris_1867_Italy_91.jpg
Testoni (Darius)	à Fuligno (Pérouse)	Jambons, saucisses.	Paris_1867_Italy_91.jpg
	Sous-commission d'Ascoli	Jambons.	Paris_1867_Italy_91.jpg
	Sous-commission de Catanzaro	Salaions.	Paris_1867_Italy_91.jpg
Cirio (François)	à Turin	Salaions, conserves alimentaires.	Paris_1867_Italy_91.jpg
Dua (Auguste)	à Vasto (Chieti)	Viande conservée, saucisses de porc et de foie, conservées dans la graisse.	Paris_1867_Italy_91.jpg
Carpaneto et Ghilino	à Gênes	Conserves alimentaires.	Paris_1867_Italy_91.jpg
Corte (André)	à Sestri, à Gênes	Conserves alimentaires.	Paris_1867_Italy_91.jpg
Gabrielli (frères de Louis)	à Rimini	Conserves alimentaires de viande de porc.	Paris_1867_Italy_91.jpg
Marini (Elisée)	à Cagliari	Viande conservée.	Paris_1867_Italy_91.jpg
Zurnadelli (Joseph)	à Gargnano (Brescia)	Poissons du lac de Garde desséchés et salés; sardines (alosa vulgaris), agonie (clupea finta); carpes (cyprinus carpio); tole (leuciscus aula).	Paris_1867_Italy_91.jpg
Bo (Jean-François)	à Chiavari	Anchois salés.	Paris_1867_Italy_91.jpg
