Name	Place	Description	Pdf
Sous-commission de Catane	(chambre de Caltanissette)		Paris_1867_Italy_43.jpg
Brunelli (Jacques)	à Verone.	Terres colorées	Paris_1867_Italy_43.jpg
Guidotti (Félix)	à Lucques.	Terre d'ambre	Paris_1867_Italy_43.jpg
Barzellotti (Pierre-Louis)	à Florence	Bol de mont Amiata	Paris_1867_Italy_43.jpg
Corbi Zocchi (Charles)	à Sienne	Terres colorantes de Sienne préparées	Paris_1867_Italy_43.jpg
Ginanneschi (Léopold)	à Sienne	Terres pour soles	Paris_1867_Italy_43.jpg
Rocchigiani (Pompée)	à Sienne	Terre jaune de Sienne préparée	Paris_1867_Italy_43.jpg
Santi (Clément)	à Montalcino (Sienne)	Terre brune et jaune, couleurs; farine fossile de Mont-Amiata et couleurs.	Paris_1867_Italy_43.jpg
Moliailoli (Dominique)	à Fuligno	Poudre à nettoyer les métaux	Paris_1867_Italy_43.jpg
Sous-commission d'Ascoli		Craie à polir les métaux, roche mère	Paris_1867_Italy_43.jpg
Pasquale (Philippe de)	à Mossine	Pierre ponce de l'île Lipari	Paris_1867_Italy_43.jpg
Ragotti (Paul)	à Malo (Vicence)	Graphite	Paris_1867_Italy_43.jpg
Gaviano (Augustin)	à Cagliari	Houille sèche, minerais de fer et de plomb	Paris_1867_Italy_43.jpg
Martinez (Joseph)	à Aoste (Turin)	Anthracite	Paris_1867_Italy_43.jpg
Pallavicini (André)	à Savone.	Lignite de Cadibona et fossiles	Paris_1867_Italy_43.jpg
Chioffi (Louis) et Caffari (Romuald)	à Reggio (Emilie)	Lignite	Paris_1867_Italy_43.jpg
Strozzi (Ferdinand)	à Florence	Houille de Velona (Toscane)	Paris_1867_Italy_43.jpg
Cojoli (Henri)	à Livourne	Lignite	Paris_1867_Italy_43.jpg
Siccoli, Casini et Cie	à Florence	Tourbe de Castelnuovo en Valdarno	Paris_1867_Italy_43.jpg
Gamaurrini (François)	à Arezzo.	Lignite et schiste des bords de Marecchia	Paris_1867_Italy_43.jpg
Entreprise des minéraux de Ferrari	à Sienne.	Lignite du Miocène	Paris_1867_Italy_43.jpg
Société Minérale de Rimini		Produits de mines et lignite	Paris_1867_Italy_43.jpg
Urbani (Dominique)	à Cingoli (Macerata)	Lignite	Paris_1867_Italy_43.jpg
Société anonyme des mines d'Umbro-Sabina	à Fuligno (Pérouse).	Lignite bitumineuse, lignites de Calperino et de Campo-Letano, tourbe de Tavernelle, schistes bitumineaux de Coreggio	Paris_1867_Italy_43.jpg
Magarotti (Jacques)	à Padoue	Tourbe	Paris_1867_Italy_43.jpg
Ballardini (Ludovic)	à Brescia.	Tourbes d'Esséo, de Torbiato, d'Azzano et de Gheddo	Paris_1867_Italy_43.jpg
Rossi (Louis)	à Milan	Tourbes de Bosisio	Paris_1867_Italy_43.jpg
Société de Brescia pour l'exploitation des combustibles fossiles	à Brescia.	Schistes de la craie de Tuenetto (Trentin), lignites et schistes de Bolca et de Cercalco (Vicence)	Paris_1867_Italy_43.jpg
Brichetti (Alexandre)	à Erivanozzano (Pavie)	Pétrole, goudron	Paris_1867_Italy_43.jpg
Laschi (Maurice)	à Vicence	Pétrole, poix, asphalte, schistes, marbres du Vicentin	Paris_1867_Italy_43.jpg
Thovazzi (César)	à Parme	Pétrole	Paris_1867_Italy_43.jpg
Sous-commission de la province de Modène		Pétrole et minéraux pétrolifères	Paris_1867_Italy_43.jpg
Fairuman (Edward-Saint-Jean)	à Florence	Huiles minérales de Miano et Nivione (Parme), Mantegibio et Peracchio (Modène), Tocca (Abruzzes citerieures)	Paris_1867_Italy_43.jpg
Menerelli (Narcisse)	à Pesaro	Pierres calcaires schistes	Paris_1867_Italy_43.jpg
Centurione (Giancistomo)	à Chieti	Fer et matières asphaltiques et sulfureuses	Paris_1867_Italy_43.jpg
Perretti (Léopold) et Bibighini (Charles)	à Chieti	Asphalte	Paris_1867_Italy_43.jpg
Bibighini (Charles)	à Chieti		Paris_1867_Italy_43.jpg
