Name	Place	Description	Pdf
Penzi (Raphaël)	Pavie	Mécanisme pour percer les oreilles.	Paris_1867_Italy_7.jpg
Siniscalco (Carmel)	Caltanissette	Arrache-dents en acier.	Paris_1867_Italy_7.jpg
Comerio (André et Vincent)	Brescia	Appareils orthopédiques, mécaniques et chirurgicaux.	Paris_1867_Italy_7.jpg
Carganico (Joseph)	Pavie	Appareils orthopédiques.	Paris_1867_Italy_7.jpg
Priuli (Antoine)	Padoue	Bougies pour opérations chirurgicales; taffetas. (Voir cl. 43, no.).	Paris_1867_Italy_7.jpg
Cendaho (Joseph)	Venise	Appareils orthopédiques.	Paris_1867_Italy_7.jpg
Allegretti (Antoine)	Gustalla (Reggio d'Emilie)	Jambe artificielle articulée.	Paris_1867_Italy_7.jpg
Bonicauri (Pierre)	Modène	Bandage herniaire.	Paris_1867_Italy_7.jpg
Monti (Elvire)	Florence	Objets concernant la chirurgie, l'orthopédie et l'assistance des malades.	Paris_1867_Italy_7.jpg
Asvisio (Vincent)	Turin	Lit mécanique pour les opérations chirurgicales.	Paris_1867_Italy_7.jpg
Bonali (Jean)	Crémone	Appareil mécanique pour soulever les malades.	Paris_1867_Italy_7.jpg
Garganico (Joseph)	Pavie	Appareil à plan incliné pour la chirurgie.	Paris_1867_Italy_7.jpg
Somenzi (Alviso-Jean-Baptiste)	Trévise	Lit pour opération chirurgicale (photographie).	Paris_1867_Italy_7.jpg
Tettamanzi (Napoléon)	Naples	Chaise mécanique pour accouchements.	Paris_1867_Italy_7.jpg
Vexroit (Victor) (Société pour la fabrication des fers de chevaux)	Milan	Fers de chevaux.	Paris_1867_Italy_7.jpg
École royale supérieure de médecine et d'art vétérinaire	Milan	Fers pour chevaux de trait, de selle et de transport; fers correctifs, d'après la classification des défauts du pied, de M. Louis Bambilla; fers à la mécaniques, de M. Elisée Coletta.	Paris_1867_Italy_7.jpg
Murri (Léopold)	Bains de Lucques (Lucques)	Lancette à ressort pour vétérinaires.	Paris_1867_Italy_7.jpg
Chineselli (Louis)	Crémone		Paris_1867_Italy_7.jpg
Amadeo (Jacques)	Porto-Maurizio (Savoie)	Mécanisme pour bains fixes et flottants.	Paris_1867_Italy_7.jpg
Ferrari (Barthélemy)	Parme	Appareil de fer-blanc pour bains à vapeur.	Paris_1867_Italy_7.jpg
Sartocchi (frères)	Carrara	Baignoires de marbre.	Paris_1867_Italy_7.jpg
Locati (Alexandre)	Turin	Voiture d'ambulance pour le transport des blessés; cacolets; civières pour les camps; dessin d'un wagon pour le transport des blessés.	Paris_1867_Italy_7.jpg
Predeval de Carrero (Antoine)	Turin	Appareil pour ambulance militaire; voiture pour enlever rapidement les blessés; machinо pour le transport du matériel d'ambulance; tente-parapluie, tente militaire; char d'ambulance pour blessés.	Paris_1867_Italy_7.jpg
Association italienne de secours aux blessés et aux malades en campagne (Comité de Milan)		Caisse et caisse-fourgon à médicaments de M. Barbieri; tablier porte-malades, de M. Langa, modifié par le Comité; brancard et tente de campagne, de M. Barbieri.	Paris_1867_Italy_7.jpg
Association italienne de secours aux blessés (Comité de Florence)		Ambulances, civières, brancards et moyens de transport; médicaments et pansements pour les blessés; objets de chirurgie militaire; études sur les réformes de l'organisation du service sanitaire.	Paris_1867_Italy_7.jpg
