Name	Place	Description	Pdf
Descalzi (Jacques)	Chiavari	Table ronde marquetée en bois d'oranger et d'ébène; troncs; chaises en bois d'érable et de cerisier.	Paris_1867_Italy_14.jpg
Grandi (François)	Cagliari	Table marquetée à figures.	Paris_1867_Italy_14.jpg
Bedogni (Louis)	Reggio	Commod́s et chiffonnières plaquées et marquetées.	Paris_1867_Italy_14.jpg
Giovannardi (Lampride)	Modène	Tables marquetées.	Paris_1867_Italy_14.jpg
Secgliraini (Maximilien)	San Giovanni in Persiceto (Bologne)	Guéridon et tabouret incrustés.	Paris_1867_Italy_14.jpg
Marsetti (Aurélis)	Chiusi (Sienne)	Dessus de table ronde incrusté.	Paris_1867_Italy_14.jpg
Chambre de commerce de Lucques (Lucchesi (Charles) et Bianchi (François))	Lucques	Petite table incrustée.	Paris_1867_Italy_14.jpg
Corridi (Pascal)	Livourne	Ouvrages de marqueterie.	Paris_1867_Italy_14.jpg
Maison pénitentiaire de Volterre		Guéridon de bois à dessus incrustée, avec pieds à colonnes.	Paris_1867_Italy_14.jpg
Catalano (Antonino)	Palerme	Petite table à la chinoise, imitation du laque antique; chaises à la chinoise; petite table avec nécessaire.	Paris_1867_Italy_14.jpg
Bannelli (César)	Milan	Armoire à trois portes; commode à mirois; table de nuit; lits jumeaux; boite à mousquet.	Paris_1867_Italy_14.jpg
Fogna (Martin)	Venise	Meubles d'usage ordinaire.	Paris_1867_Italy_14.jpg
Mengozzi (Charles)	Faenza (Ravenna)	Secrétaire en bois sculpté et marqueté.	Paris_1867_Italy_14.jpg
Romagnani (Benoit)	Pistoie (Florence)	Secrétaire d'acajou; petite table mécanique; echantillons de bois usgés.	Paris_1867_Italy_14.jpg
Odifredi (Jean)	Livourne	Meuble en noyer d'Inde et en ébène rose; écritoire, toilette et lutrin.	Paris_1867_Italy_14.jpg
Bartoli (Bernard)	Macerata	Déjeuners; modèles de candélabres.	Paris_1867_Italy_14.jpg
Laquilkermie (Jules)	Naples	Secrétaire de plaisance avec tiroirs à secret.	Paris_1867_Italy_14.jpg
Mochen (Jean-Baptiste)	Pérouse	Tables en bois de noyer marqueté de houx, avec pieds sculptés.	Paris_1867_Italy_14.jpg
Lancetti (Frédéric)	Fuligno	Table en noyer d'Inde, marquetée en ébène et autres bois de couleur, nacre de perle, ivoire et métal, style du xve siècle.	Paris_1867_Italy_14.jpg
La Mattina (Antoine)	Palerme	Armoires à glace; tables de nuit; toilettes; étagères avec glaces et marbres; consoles.	Paris_1867_Italy_14.jpg
Baccigalupo (Jean-Baptiste)	Chiavari (Gènes)	Fauteuils, chaises et tabourets en bois d'érable et de cerisier.	Paris_1867_Italy_14.jpg
Franchelli (Luis)	Calezzano (Savone)	Chaises.	Paris_1867_Italy_14.jpg
Caneopa (Jacques)	Chiavari (Gènes)	Chaises.	Paris_1867_Italy_14.jpg
Dasso (Joseph)	Lavagna (Chiavari)	Chaises légères en bois d'érable et de saule.	Paris_1867_Italy_14.jpg
Descalzi (Emmanuel)	Chiavari (Gènes)	Chaises en bois d'érable et de cerisier.	Paris_1867_Italy_14.jpg
Sanguinetti (François)	Chiavari (Gènes)	Chaises dorées et sculptées.	Paris_1867_Italy_14.jpg
Maison de détention de Volterre		Porte-manteaux de bois.	Paris_1867_Italy_14.jpg
Cianta (Pascal)	Fulinge (Pérouse)	Châssis pour chaises couvertes d'écorce.	Paris_1867_Italy_14.jpg
Munico (Joseph)	Messine	Chaises.	Paris_1867_Italy_14.jpg
Rossi (Ange)	Rovigo	Tabourets sculptés.	Paris_1867_Italy_14.jpg
Savio (Pierre)	Alexandrie	Lits et meubles de fer; armoires, commodes, toilettes, lits, chaises et sofas en bois.	Paris_1867_Italy_14.jpg
Arnoldi (Santo)	Robeco d'Oglio (Crémone)	Bois de la commune de Robeco; table mosaïque.	Paris_1867_Italy_14.jpg
Maison de détention d'Alexandrie		Lits et meubles en fer.	Paris_1867_Italy_14.jpg
