Name	Place	Description	Pdf
de Florence		Collection géognostique des roches de l'Ile d'Elbe (Toscane).	Paris_1867_Italy_10.jpg
68. Siunia (Léon)	à Cagliari.	Cristeaux d'anglésite.	Paris_1867_Italy_10.jpg
68. Covelli (Aristide)	à Camerino (Macerata).	Collection des ammomites du territoie de Camerino.	Paris_1867_Italy_10.jpg
68. Sequenza (Joseph)	à Messine	Collection paléozoologique d’un terrain tertiaire de la province de Messine.	Paris_1867_Italy_10.jpg
64. Sous-Commission de Catane (Fallica André et Nocito Geatan, propriétaires)		Coquilles vivantes ; stromatolites cristallisée ; ichthyolites et lignites des terrains sulfureux de la Sicile. (Alby René, propriétaire.)	Paris_1867_Italy_10.jpg
65. Scacchi (Archange), sénateur	à Naples (pour le cabinet minéralogique du Musé de l'Université royde de Naples).	Collection de cristaux artificiels ; minéraux du Vésuve ; cristaux naturels.	Paris_1867_Italy_10.jpg
66. Celi (Hector)	à Modène.	Monographies des feuilles cotylédonées ; herbier de plantes desséchées par l’acide phénique.	Paris_1867_Italy_10.jpg
67. Cherici (Nicolas)	à San Sepolcro (Arezzo)	Collection de plantes de la vallée du tibre.	Paris_1867_Italy_10.jpg
68. Parlatore (Philippe)	à Florence. (pour le cabinet de botanique du Musée royal de Florence).	Collection monographique des cônes, des bois et des résines des plantes de la famille des conifères ; herbier de démonstration ; modèles en cire du développement de l'Oïdium.	Paris_1867_Italy_10.jpg
69. Ardiossone (François)	à Fano (Pesaro)	Collections d'algues italiennes.	Paris_1867_Italy_10.jpg
70. Jervis mère et fils à Pansilippe (Naples).	Collection d'algues et de plantes des environs de Naples.		Paris_1867_Italy_10.jpg
71. Pagliari (Jean)	à Paris.	Pièces anatomiques conservées. (Voir cl. 44.)	Paris_1867_Italy_10.jpg
72. Bottini (Henry)	à Novare.	Préparations anatomiques conservées par l'acide phénique.	Paris_1867_Italy_10.jpg
73. Bottini (César)	à Bologne. Lithographies anatomiques.		Paris_1867_Italy_10.jpg
74. Nacovich (Jean)	à Padone.	Préparations microscopiques.	Paris_1867_Italy_10.jpg
75. Brunetti (Louis)	à Padone.	Préparations d'anatomie physiologique, pathologique et comparée.	Paris_1867_Italy_10.jpg
76. Cebrl (Eusèbe)	à Pavie.	Injections microscopiques.	Paris_1867_Italy_10.jpg
77. Marchetti (Pierre)	à Florence.	Préparations microscopiques.	Paris_1867_Italy_10.jpg
78. Maufrai (Eifsiio)	à Cagliari.	Cadavre d'enfant pétrifié ; bras humain préparé.	Paris_1867_Italy_10.jpg
79. Sous-Commission de Florence		Squelette de thon, et thon empaillé. (Voir cl. 49, et 70.)	Paris_1867_Italy_10.jpg
80. Randaccio (François)	à Palerme.	Modèle en cire d'une partie de crâne humain, d'une oule humaine, et cœurs d'enfant préparés à sec.	Paris_1867_Italy_10.jpg
81. Coprani (Gaétan)	à Palerme.	Modèle en cire d'un demi-buste humain ; préparation complète à sec de l’ouîe humaine.	Paris_1867_Italy_10.jpg
82. Caldera (Antoine)	à Vanise. Collection zoologique, oiseaux, poissons et crustacés.		Paris_1867_Italy_10.jpg
83. Institut technique royal de Pesaro		Collection de poissons de la mer Adriatique.	Paris_1867_Italy_10.jpg
84. Fedrci (Pierre)	à la Bibliothèque royale de Crémone.	Collection des insectes de la province, nuisibles à l'agriculture.	Paris_1867_Italy_10.jpg
85. Société agricole de Bologne		Collection d’insectes nuisibles.	Paris_1867_Italy_10.jpg
86. Cherici (Nicolas)	à San Sepolcro (Arezzo).	Insectes lépidopères lipara vitis dispar, tortrix viridana.	Paris_1867_Italy_10.jpg
87. Costa (Achille)	à Naples.	Collection de crustacés de la Méditerranée.	Paris_1867_Italy_10.jpg
88. Laboratoire géolgique de l’Institut royal des études suéjrieures	à Florence.	Modèles coloriés d'objets fossiles.	Paris_1867_Italy_10.jpg
89. Maestri (Ange)	à Pavie.	Imitation en cire de raisins aux divers états de leur végétation.	Paris_1867_Italy_10.jpg
90. Targioni Tozzetti (Adolphe)			Paris_1867_Italy_10.jpg
