Name	Place	Description	Pdf
Angerer (Thomas)	à Venise	Calcaire alpin; calamine et galène.	Paris_1867_Italy_48.jpg
Boulart et Cie	à Paris	Minerai de nickel et cobalt; minerais de cuivre argentifère: mattes et produits manufacturés.	Paris_1867_Italy_48.jpg
Moréomart (duc de Casole)	à Paris	Gangue cinabriére; cinabre cristallisé; mercure.	Paris_1867_Italy_48.jpg
Allard (Adolphe)	à Alexandrie.	Minerai d'or; fers et terres aurifères.	Paris_1867_Italy_48.jpg
Institut technique, industriel et professionnel de Bergame		Combustibles; calcaires hydrauliques; argiles; marnes, minéraux, eaux potables provenant de l'évaporation.	Paris_1867_Italy_48.jpg
Société vénitienne pour l'exploitation et la recherche des mines de la Vénétie	à Venise	Échantillons de roches et de minéraux.	Paris_1867_Italy_48.jpg
Sous-commission de Reggio (Émilie)		Minéraux de la province.	Paris_1867_Italy_48.jpg
Chambre de commerce et des arts de Sienne		Mine'rais et roches des carrières de Sienne et de Grosseto; description géologique des provinces de Sienne et de Grosseto, avec cartes géologiques de MM. Campani et Meneghini.	Paris_1867_Italy_48.jpg
Petrini (Ludovic)	à Rieti (Foligno)	Mine'rais tirés de la Sabine.	Paris_1867_Italy_48.jpg
Mariddelli (Vincent)	à Chieti	Minéraux.	Paris_1867_Italy_48.jpg
Sous-commission de Catanzaro	à Catanzaro	Minéraux.	Paris_1867_Italy_48.jpg
Sous-commission productrice	à Reggio (Calabre)	Riches et minéraux de la province de la Calabre ultérieure.	Paris_1867_Italy_48.jpg
Sterio (Constantin)	à Messine	Terres et produits métallifères de la province de Messine.	Paris_1867_Italy_48.jpg
Manuel (Joseph)	à Cuneo.	Échantillons de bois indigènes et exotiques.	Paris_1867_Italy_48.jpg
Novelli frères	à Pallanza (Novare)	Table de bois de wellingfonia gigantea; collection de rameaux et fruits de conifères.	Paris_1867_Italy_48.jpg
Rigoni (Jacques)	Tre Fise	Troncs de pin (pinus pices), de sapin (abies lastefolia) et de hêtre (fagus sylvatica).	Paris_1867_Italy_48.jpg
Favero (Louis)	à Conegliano (Trévise)	Collection de bois de l'Italie septentrionale.	Paris_1867_Italy_48.jpg
Scolari (Gaëtan)	à Padoue	Bois.	Paris_1867_Italy_48.jpg
Monbello (Antoine)	à Savone	Bois.	Paris_1867_Italy_48.jpg
Sous-Commission de Savone	à Savone	Produits forestiers de la province.	Paris_1867_Italy_48.jpg
Gennari	à Cagliari	Bois.	Paris_1867_Italy_48.jpg
Municipalité de Bellune	à Venise	Bois des forêts de la province.	Paris_1867_Italy_48.jpg
Sous-Commission de Reggio (Émilie)		Bois de construction.	Paris_1867_Italy_48.jpg
Sous-Commission de Modène	à Modène	Collection de bois de la province.	Paris_1867_Italy_48.jpg
Trevisani (Felix)	à Modène	Bois de construction.	Paris_1867_Italy_48.jpg
Ferrari	à Modène	Bois de menuiserie et de construction.	Paris_1867_Italy_48.jpg
Société agricole de Bologne		Bois de peupliers de la Virginie, et indigène, pour meubles, it palergino sanguino, couleur paille rouge.	Paris_1867_Italy_48.jpg
Institut technique royal de Florence		Collection de bois indigène de la Toscane.	Paris_1867_Italy_48.jpg
Biechi (César)	à Lucques	Bois indigènes et bois de construction exotiques, acclimatés dans la province de Lucques.	Paris_1867_Italy_48.jpg
Barbini (Mariano)	à Piancashtagno (Sienne)	Bois de menuiserie et de construction, du territoire de Piancashtagno.	Paris_1867_Italy_48.jpg
Giovanrolli (J.)	à Arezzo	NA.	Paris_1867_Italy_48.jpg
