Name	Place	Description	Pdf
Ciasat (Joseph)	Modène	Vinaigre balsamique.	Paris_1867_Italy_97.jpg
Pisa-Falloppia (Pierre)	Modène	Vinaigre balsamique.	Paris_1867_Italy_97.jpg
Sous-Commission de Modène		Vinaigre.	Paris_1867_Italy_97.jpg
Cremonemini (Eugène)	Florence	Vinaigre de raisin.	Paris_1867_Italy_97.jpg
Mascetti (Cte Pierre)	Florence	Vinaigre.	Paris_1867_Italy_97.jpg
Petracchi (Thérèse)	Florence	Vinaigre.	Paris_1867_Italy_97.jpg
Ronchi (Pierre)	Florence	Vinaigre.	Paris_1867_Italy_97.jpg
Marcucci (Annibal)	Arezzo	Vinaigres blanc et jaune.	Paris_1867_Italy_97.jpg
Paolini (Joseph)	Sienne	Vinaigre.	Paris_1867_Italy_97.jpg
Viteleeschi (Victoire et Ignace)	Fuligno	Vinaigre.	Paris_1867_Italy_97.jpg
Celano (Hyacinthe)	Vasto (Chieti)	Vinaigre de vin blanc.	Paris_1867_Italy_97.jpg
Calabrese (Pascal)	Vasto (Chieti)	Vinaigre de vin.	Paris_1867_Italy_97.jpg
Nanci (Charles)	Vasto (Chieti)	Vinaigre de vin cuit.	Paris_1867_Italy_97.jpg
Sinnicaleo (Xavier)	Naples	Vinaigres de vin de Capri rouge et blanc.	Paris_1867_Italy_97.jpg
Arcieri (Antoine)	Catanzaro	Vinaigre blanc.	Paris_1867_Italy_97.jpg
Beon (Gaetan de)	Catanzaro	Vinaigre de mûres.	Paris_1867_Italy_97.jpg
Velaldi Gironda (César)	Catanzaro	Anisettes, vinaigres blancs et vinaigres rouges.	Paris_1867_Italy_97.jpg
Sous-Commission de Catane		Extraits de tomates.	Paris_1867_Italy_97.jpg
Rossa (Louis)	Verceil (Novare)	Café de racines de chicorée.	Paris_1867_Italy_97.jpg
Rota (Gaëtan)	Guardavalle (Catanzaro)	Café indigène; liqueur de baies de mûrier.	Paris_1867_Italy_97.jpg
Sous-Commision de Catane	Chambre de commerce de Caltanisette	Graines de fenouille.	Paris_1867_Italy_97.jpg
Prochet-Gay et Cie	Turin	Chocolats.	Paris_1867_Italy_97.jpg
Ratti (André)	Crémone	Nougat et moutarde.	Paris_1867_Italy_97.jpg
Giacomelli (Dominique)	Pedrocchi, à Padoue	Chocolats.	Paris_1867_Italy_97.jpg
Sous-commision de Modène		Compotes de raisin.	Paris_1867_Italy_97.jpg
Zoppi (François)	Chiavari	Confitures et fruits candis.	Paris_1867_Italy_97.jpg
Finzi (Guillaume)	Ferrare	Campotoli au chocolat et aux amandes brulées; mostaccioli du pays, farcis de fruits candis.	Paris_1867_Italy_97.jpg
Maioni (Joseph)	Bologne	Confitures, chocolat, bonbons fondants.	Paris_1867_Italy_97.jpg
Vela (Agamemnon)	Livourne	Bonbons, fruits confits, massespains, chocolat.	Paris_1867_Italy_97.jpg
Civimini (Hyacinthe)	Pistoie (Florence)	Confitures et liqueurs.	Paris_1867_Italy_97.jpg
Ciullini (Louis)	Florence	Pain d'épic de (panforte).	Paris_1867_Italy_97.jpg
Doney et Neveux	Florence	Fruits confits; Alkermer; fleurs d'oranger.	Paris_1867_Italy_97.jpg
Audi, Sioppani et Cie	Sienne	Confitures.	Paris_1867_Italy_97.jpg
Torricelli (André)	Florence	Chocolat, Alkermer.	Paris_1867_Italy_97.jpg
Topi (Louis)	Savignano de Romagne (Forli)	Moutarde de fruits.	Paris_1867_Italy_97.jpg
Conti Fiastra (François)	Camerino (Macerata)	Racine d'ixia ou caroline (carlina acaulis.)	Paris_1867_Italy_97.jpg
Sepzi (Dominique)	Fuligno	Dragées, chocolat.	Paris_1867_Italy_97.jpg
Barbetti (Sante)	Fuligno	Dragées, chocolat.	Paris_1867_Italy_97.jpg
Cuoco (François)	Naples	Confitures et rossolis.	Paris_1867_Italy_97.jpg
