Name	Place	Description	Pdf
Pepi (B.)	Sienne	Carreaux géométriques pour pavage en terre cuite vitrifiée et peinte; reproduction exacte du dessin du pavage existant dans l’oratoire de Sainte-Catherine de Sienne, du xvi e siècle	Paris_1878_Italy_56.jpg
Pepi (U.)	Sienne	Carreaux en terre cuite marquetés pour pavage; dessins du pavage du dôme de Sienne.	Paris_1878_Italy_56.jpg
Perfetti (C.)	Rome	Pouzzolane rouge et noire des environs de Rome.	Paris_1878_Italy_56.jpg
Pirovano (J. et Cie.)	Milan	Granits transparents.	Paris_1878_Italy_56.jpg
Porta (P.)	Milan	Echelle à pont de bois et de fer.	Paris_1878_Italy_56.jpg
Prestini (L.G.)	Milan	Porte pour coffre-fort avec combinaison à huit alphabets.	Paris_1878_Italy_56.jpg
Punzi (A.)	Vietri sul Mare (Salerno)	Carreaux mosaïques pour pavage; imitation du style pompéien et du style du xvi e siècle.	Paris_1878_Italy_56.jpg
Recchi (N.)	Norcia (Pérouse)	Tubes et manchons en terre cuite.	Paris_1878_Italy_56.jpg
Renoc (J.B.)	Padoue	Modèles de pavages marquetés en bois de la province de Padoue.	Paris_1878_Italy_56.jpg
Sanehole-Henraux (Chevalier J.-B.)	Serravezza (Lucques)	Blocs de marbre brut statuaire et de bardiglio.	Paris_1878_Italy_56.jpg
Société anonyme pour la fabrication du ciment, de la chaux hydraulique, du plâtre et des carreaux pour pavages	Reggio (Emilie)	Carreaux pour pavage; ciment magnésiaque; ciment argileux; chaux hydraulique; gypse.	Paris_1878_Italy_56.jpg
Société anonyme romaine pour l’extraction et le commerce des marbres	Rome (Directeur : le chevalier P. Martinoz)	Deux colonnes infra-serres, de marbre Porta santa antica; spécimens de marbres antiques trouvés dans les fouilles de la Via Appia de Rome.	Paris_1878_Italy_56.jpg
Société d’Arni	Florence	Pour l’extraction, la mise en œuvre et la vente des marbres. Deux blocs de marbre brut, dont un est statuaire; quatre colonnes d’une seule pièce; collection d’objets travaillés.	Paris_1878_Italy_56.jpg
Société Italienne des ciments et des chaux hydrauliques	Bergame (Directeur : le Dr J. Pignatelli)	Ciment de prise rapide; ciment de prise lente; morceau cubique de béton renforcé de chaux hydraulique; un monolithe de ciment de Portland artificiel; dessins des laboratoires de Palazzolo et de Bergame; table d’indications.	Paris_1878_Italy_56.jpg
Taiani (J.)	Vietri sul Mare (Salerno)	Ambrogette, vernis pour pavage.	Paris_1878_Italy_56.jpg
Talotti (G.B.)	directeur du Musée industriel; à Trapani	Marbre rouge de Gnajaradetta, de Casale et de Contornara; marbre coquillier gris et jaune; pierre noire; marbre du Levant; marbre jaune de Segesta; marbre du Rizzuto, avec des illustrations imprimées.	Paris_1878_Italy_56.jpg
Tardy, Galopin-Sue et Jacob	Savone, représentés par l’ingénieur Galopin-Sue	Dessins de constructions métalliques pour ponts; poteaux à vis et piles tubulaires d’un nouveau système de fondations. (Album.) 	Paris_1878_Italy_56.jpg
Tomei (A.F.)	Pietrasanta (Lucques)	Dalles ou carreaux de marbre blanc et de bardiglio de diverses qualités.	Paris_1878_Italy_56.jpg
Torlonia (Prince A.)	Rome	Ouvrage intitulé Drainage du lac Fucino exécuté par S.E. le Prince don Alexandre Torlonia, un volume et un atlas.	Paris_1878_Italy_56.jpg
Direction de l’Agriculture		Bulletin d’hydrogra hyie fixale, 8 fascicules.	Paris_1878_Italy_56.jpg
Trévisan (G.)	Padoue	Serrure à secret pour coffre-fort; serrure à revolver pour porte de maison ou de coffre-fort.	Paris_1878_Italy_56.jpg
