Name	Place	Description	Pdf
Bisceo (Félix)	Modène	Lutrin mécanique.	Paris_1867_Italy_18.jpg
Fontana (Joseph)	Pise	Coffre d'ébène et d'ivoire sculpté, cadre en noyer sculpté.	Paris_1867_Italy_18.jpg
Bernardini (Louis)	Florence	Coffret en ébène marqueté, avec figures en bois de sorbier.	Paris_1867_Italy_18.jpg
Corai (Vincent)	Sienne	Parties de meubles incrustées, en style gothique.	Paris_1867_Italy_18.jpg
Sciri Pannilini (Auguste)	Sienne	Coffre en ivoire sculpté et marqueté, exécuté par M. Pierre Giusti.	Paris_1867_Italy_18.jpg
Rossi (Antoine)	Sienne	Coffre en bois de noyer sculpté; statue en bois et peinte à l’huile.	Paris_1867_Italy_18.jpg
Patrissi (François)	Turin	Bénitier et porte-montre en bois sculpté.	Paris_1867_Italy_18.jpg
Carcano (Joseph)	Milan	Porte-montre d’os et d’ivoire sculpté et perlé à jour, avec ornements et figures.	Paris_1867_Italy_18.jpg
Scotti (Gaëtan)	Milan	Bas-reliefs d’ivoire.	Paris_1867_Italy_18.jpg
Villa (Philippe)	Milan	Petit buste de Dante avec piédestal; christ en ivoire sur croix d’ébène.	Paris_1867_Italy_18.jpg
Calcetti (Alexandre)	Crémone	Sculpture sur buis (Vénus et Cupidon).	Paris_1867_Italy_18.jpg
Ghirivolli (Alexandre)	Crémone	Sculpture sur buis (buste de Napoléon Ier).	Paris_1867_Italy_18.jpg
Brilla (Antoine)	Savone	Crucifix d’ivoire.	Paris_1867_Italy_18.jpg
Carassimo (Thomas et Vincent) frères	Savone	Petite statue d’ivoire (Christophe Colomb).	Paris_1867_Italy_18.jpg
Ravenna (Jean-Baptiste)	Chiavari (Gênes)	Porte-fleurs ou guéridon de marqueterie en bois coupés en lanières très-fines et coloriées; croix avec crucifix d’ivoire.	Paris_1867_Italy_18.jpg
Bernadini (Louis)	Livourne	Bas-relief en bois de noyer; photographies de deux piédestaux sculptés.	Paris_1867_Italy_18.jpg
Carletti (Dominique)	Florence	Porte-montre et porte-bijoux, avec statuette d’ivoire.	Paris_1867_Italy_18.jpg
Frullini (Louis)	Florence	Bas-relief sur bois de houx (S. A. R. le prince Amédée), avec cadre sculpté sur ébène et bois de jujubier; études d’ornementation et cadre sculpté sur bois de tilleul; écritoire, médailles, ornements, bahut, cadres sculptés; escabeau à dossier, de style antique; candélabre sculpté et doré.	Paris_1867_Italy_18.jpg
Duranti (François)	Arezzo	Coffret en bois de noyer sculpté à feuillages et figures; miroir de toilette avec cadre sculpté et marqueté.	Paris_1867_Italy_18.jpg
Brigante (Antoine)	 Sala-Casalino (Salerne)	Sculpture sur bois de tilleul (le Christ au Calvaire).	Paris_1867_Italy_18.jpg
Salomoni (Salomone)	Ascoli	Cadres et porte-montre en bois de noyer.	Paris_1867_Italy_18.jpg
Torelli (Charles)	Milan	Tentes à fenêtre en étoffes variées; stores en bandes de tissus.	Paris_1867_Italy_18.jpg
Bastianoni (Emile)	Florence	Oeuf d’autruche teint en noir, monté sur bronze doré, avec incrustations, représentant trois épisodes de la Divine Comédie, et pouvant servir de lampe de nuit.	Paris_1867_Italy_18.jpg
Camberini (Dominique)	Luques	Tableau ciselé (reine d’Angleterre).	Paris_1867_Italy_18.jpg
Ghirardi (Jean)	Brescia	Mosaïques et parquet de mosaïque.	Paris_1867_Italy_18.jpg
Ciachi (J.) et fils	Florence	Plancher en mosaïque de bois colorié et marqueté.	Paris_1867_Italy_18.jpg
Malpici (Antoine)	Macerata	Parquets marquetés.	Paris_1867_Italy_18.jpg
			Paris_1867_Italy_18.jpg
			Paris_1867_Italy_18.jpg
Bosdi (François)	Macerata	Verres gravés, avec les portraits de la famille royale d’Angleterre.	Paris_1867_Italy_18.jpg
Soroldi (Vincent)	Savone	Objets de verre et de cristal.	Paris_1867_Italy_18.jpg
Franzosini (Société)	Intra (Navarre)	Cloche de verre soufflé à bases circulaires et ovales.	Paris_1867_Italy_18.jpg
