Name	Place	Description	Pdf
Chambre de Commerce	Sienne	Écorees. Charbon.	Paris_1900_Italy_85.jpg
Cione (Dominique)	Bagnoli Irpino (Avellino)	Bois pour constructions.	Paris_1900_Italy_85.jpg
Comice agricole de Palerme	Palerme	Sumac.	Paris_1900_Italy_85.jpg
Cristoforis (De), Wührer & Cie	Milan, rue Monte-Stelvio.	Noyer et autres essences de bois.	Paris_1900_Italy_85.jpg
D'Anna Jéronime	Sperone (Avellino)	Bois pour constructions.	Paris_1900_Italy_85.jpg
Doria (Alphonse)	Cervinara (Avellino)	Bois pour constructions.	Paris_1900_Italy_85.jpg
Fissore & Carenini	Lambrate (Milan)	Boules en bois d'Amérique.	Paris_1900_Italy_85.jpg
Galli (Antoine)	Turin, rue Cellini, 23.	Bois préparés pour industrie.	Paris_1900_Italy_85.jpg
Ghezzi (Sauveur)	Grossolingo (Plaisance)	Racine pour brosse.	Paris_1900_Italy_85.jpg
Graber (Amédée)	Prato (Florence)	Paille de sorgho et balais.	Paris_1900_Italy_85.jpg
Imperiali (Marquis Edouard)	Naples, Riviera di Chiaia, 124.	Erable. Charme. Hêtre.	Paris_1900_Italy_85.jpg
Lemoigne (J.) & Cie	Milan, rue Sirtori, 18.	Bouchons et produits de liège.	Paris_1900_Italy_85.jpg
Ministère de l’Agriculture et du Commerce (Direction générale de l’Agriculture. Service forestier)	Rome	Bois et produits des industries forestières.	Paris_1900_Italy_85.jpg
Mossa (G.-B.) & fils	Tempio Pausania (Sassari)	Liège.	Paris_1900_Italy_85.jpg
Mus (Eugène)	Châtillon (Turin)	Bouchons.	Paris_1900_Italy_85.jpg
