Name	Place	Description	Pdf
Leverà frères	Turin	Lit en fer creux, garni de bronze; porte-tente pour fenêtres; buffet en bois sculpté; deux chaises.	Paris_1878_Italy_16.jpg
Lodini frères	San Giovanni in Persiceto (Bologne)	Lit en fer avec sommier élastique en acier; avec cachette, pour hospices; modèle d'un autre lit en fer pour hospices.	Paris_1878_Italy_16.jpg
Lovati (D.)	Milan	Meuble du style du XVe siècle, en noyer façonnè et sculpté, avec pièces rapportées en bronze ciselées; meuble du style du XVIe siècle, en noyer sculpté.	Paris_1878_Italy_16.jpg
Luraschi (A.)	Milan	Billard travaillé en palissandre, avec sculptures en bronzes dorés, style Louis XIV; porte-queues, tableau à marquer et table pareils au billard.	Paris_1878_Italy_16.jpg
Maggi (F.) et Staurenghi (R.)	Milan	Glace sculptée.	Paris_1878_Italy_16.jpg
Manco (F.)	Naples	Jardinière chinoise en bois, peinte et dorée.	Paris_1878_Italy_16.jpg
Mariotti (E.) et Fantoni (G.)	Florence	Tables en mosaïque de Florence.	Paris_1878_Italy_16.jpg
Mariotti, Fantoni et Cie	Florence	Tables en mosaïque de Florence.	Paris_1878_Italy_16.jpg
Matarelli (A.)	Florence	Cabinet en mosaïque de Florence, style étrusque; cadre en mosaïque de Florence représentant un Maure à cheval.	Paris_1878_Italy_16.jpg
Mayer (M.) et Cie	Florence	Tables en mosaïque de Florence.	Paris_1878_Italy_16.jpg
Montanelli (E.)	Ponte Buggianese (Lucques)	Cabinet marqueté en bois de diverses qualités, style du XIIIe siècle.	Paris_1878_Italy_16.jpg
Montelatici (J.)	Florence	Cabinet, style du XVe siècle, en ébène repoussé avec mosaïque; deux tables en mosaïque de Florence.	Paris_1878_Italy_16.jpg
Moretti (L.)	Milan	Armoire en bois sculpté.	Paris_1878_Italy_16.jpg
Morini (Professeur F.)	Florence	Armoire en noyer sculpté; petits objets en bois dur sculpté, avec moulures d'ébène et jujubier.	Paris_1878_Italy_16.jpg
Novelli (L.) et Cie	Florence	Tables en mosaïque.	Paris_1878_Italy_16.jpg
Ottajano (B.)	Naples	Cadre en noyer avec vignettes de paysage en poirier, style pompéien; jardinière en bois.	Paris_1878_Italy_16.jpg
Paniera Besarel (V. et F.) frères	Venise	Meubles de luxe en bois sculpté.	Paris_1878_Italy_16.jpg
Perratone (Ingénieur B.)		Table avec pied mobile, d'après un nouveau système.	Paris_1878_Italy_16.jpg
Pia Casa di Lavoro (Hospice de travail)	Florence	Lits en fer creux, vernis au feu.	Paris_1878_Italy_16.jpg
Pogliani (F.)	Milan	Table en ébène et en ivoire, marquetée et gravée, avec médaillé; bureau-secrétaire en ébène et ivoire, marqueté et gravé; cabinet sur table en ébène et ivoire, gravé.	Paris_1878_Italy_16.jpg
Polli (F.)	Florence	Table marquetée en bois, ivoire, nacre et métaux; cadres repoussés.	Paris_1878_Italy_16.jpg
Pucci (C.)	Florence	Armoire en bois de noyer.	Paris_1878_Italy_16.jpg
Pucci (F.)	Cagli (Pesaro)	Table en bois de diverses couleurs, marquetée et sculptée.	Paris_1878_Italy_16.jpg
Ricciarelli (S.)	Pescia (Lucques)	Petite cheminée en noyer sculpté, avec miroir ovale; cadres sculptés.	Paris_1878_Italy_16.jpg
Romagnani (B.)	Pistoie	Meuble peint d'après le système acidulé.	Paris_1878_Italy_16.jpg
Rossetti (A.), inventeur, et Janetti père et fils		Mobilier en corne de bœuf et de bouc couvert de peau.	Paris_1878_Italy_16.jpg
Sandrini (A.)	Florence	Tables en mosaïque.	Paris_1878_Italy_16.jpg
