Name	Place	Description	Pdf
Tomatis (Benoist)	Cuneo	Tube d'arrosage et pour latrines	Paris_1867_Italy_79.jpg
Bianche (Eugène)	Crémone	Répartiteur pour séparer une masse d'eau en mouvement.	Paris_1867_Italy_79.jpg
Ropolo (Pierce) et fils	Turin	Barrage pour réservoir. (Voir cl. 48.)	Paris_1867_Italy_79.jpg
Villa (Antoine) et Cie	Lecce	Pierre crue et cuite pour ciment hydraulique, tubes et tuyaux fabriqués avec le même ciment.	Paris_1867_Italy_79.jpg
Cantoni (Jérôme)	Nuvolento (Brescia)	Appareils pour mesurer et diviser les eaux courantes, système Tadini.	Paris_1867_Italy_79.jpg
Ferrari (Bathélemy)	Parme	Siphon et entonnoir en fer-blanc.	Paris_1867_Italy_79.jpg
Burgratti (Frédéric)	Cento Ferrara	Pompe aspirante.	Paris_1867_Italy_79.jpg
Tonassetti (Michel)	Ferrare	Tuyaux de terre cuite pour aqueducs; carreaux, pierres et briques.	Paris_1867_Italy_79.jpg
Zacchero (Louis)	Qualba, sur le lac d'Orté (Novare)	Parallelépidéde en serpentine et ouvrages tubulaires en pierre.	Paris_1867_Italy_79.jpg
Pizzocheri (Joseph)	Milan	Propulseur à quatre séries d'aubes	Paris_1867_Italy_79.jpg
Scalzi (Paul de)	Gênes	Modèle de navire avec propulseur à turbine.	Paris_1867_Italy_79.jpg
Pieretti (Édouard) et Galli (Léonard)	Luques	Modèle d'un propulseur sous-marin.	Paris_1867_Italy_79.jpg
Simone (Antoine de)	Gaëte (Caserta)	Modèle de bateau à roues.	Paris_1867_Italy_79.jpg
Brisco (Augustin)	Gênes	Modèle d'un navire avec machine de renfort.	Paris_1867_Italy_79.jpg
Eriasco (feu Jean-Baptiste Augustin)	Gênes	Modèle d'un navire.	Paris_1867_Italy_79.jpg
Cadenaccio (Jean-Baptiste)	Gênes	Modèles des navires Cosmas et Monticello.	Paris_1867_Italy_79.jpg
Cerruti (Augustin)	Varaze (Savone)	Dessins d'un navire sous toutes ses faces.	Paris_1867_Italy_79.jpg
Sous-Commission de Naples		Modèle d'un navire de commerce, photographies et objets concernant l'industrie navale avec renseignements statistiques.	Paris_1867_Italy_79.jpg
Agnollo (Boniface)	Castellamare di Stabia (Naples)	Modèles de navires de commerce, bois de chêne pour construction, bois de pin.	Paris_1867_Italy_79.jpg
Castellano (Aniello)	Naples	Modèle d'un clipper.	Paris_1867_Italy_79.jpg
Rosa (François de)	Castellamare (Naples)	Modèle et plan du navire Barco.	Paris_1867_Italy_79.jpg
Patuzzo (Michel)	Castellamare (Naples)	Modèle de l'arrière d'un navire.	Paris_1867_Italy_79.jpg
Tramparato (Louis)	Castellamare (Naples)	Barque marchande et brigantin.	Paris_1867_Italy_79.jpg
Valli (Joseph)	Turin	Aquarium, appareil de sauvetage.	Paris_1867_Italy_79.jpg
Marthe (Gabriel)	Gênes	Appareil à appliquer sur la barre de gouvernail contre l'échouâge.	Paris_1867_Italy_79.jpg
Auricetta (Marc)	Naples	Appareil sous-marin et appareil de machine pour radouber et lancer le navires.	Paris_1867_Italy_79.jpg
Westerman frères	Gênes	Vue générale des chantiers Sestri Ponent, moulinet pour lever les ancres, stopeur pour chaîne, cabestan de force quadruple, cabestans pour gaillards, mouvement pour le gouvernail, cuisine de vaisseau, machines pour canonnières, photographies de l'usine.	Paris_1867_Italy_79.jpg
Communa de Piano de Sorrente (Naples)	Photographies du chantier des constructions.		Paris_1867_Italy_79.jpg
Salari (Dominique)	Finalmarina (Savone)	Système de carénage.	Paris_1867_Italy_79.jpg
Mascella (Laurent)	Isola, près Sora (Caserta)	Modèle d'une machine pour radouber et lancer le navires.	Paris_1867_Italy_79.jpg
