Name	Place	Description	Pdf
Bitumes asphaltigues de Letto-Manoppello			Paris_1867_Italy_44.jpg
Syndie de Tocco-Casauria	Chieti	Petrole du Monte-Morrone (Tocco-Casauria)	Paris_1867_Italy_44.jpg
Sanctis (Louis de)	Manoppello (Chieti)	Pierres dures, soufre, schistes, asphalte, poix.	Paris_1867_Italy_44.jpg
Blasiiis (Ange de)	Girgenti	Schiste, sulfure de fer cristallisé.	Paris_1867_Italy_44.jpg
Société anonyme des mines de soufre des Romagnes	Bologne	Soufre brut des Calcaroni et souffres raffinés et sublimés.	Paris_1867_Italy_44.jpg
Zoli (Emile)	Forli	Soufre brun, soufre raffiné, soufre jaune, fleur de soufre, figures en soufre.	Paris_1867_Italy_44.jpg
Administration de la famille Albani	Pesaro	Soufre brut, raffiné et sublimé, plan de la mine et desseins des appareils, collection des roches du gisement.	Paris_1867_Italy_44.jpg
Paolucci (Pacifique)	Cingali (Macarata)	Soufre brut.	Paris_1867_Italy_44.jpg
Sous-commission de Catanese		Collection des souffres de Sicile (Barbagalls). Œuvres de Sonoforte, Scovazzo-Camerata, Scuderi (Rosaire), Giudice (Jean), La Guardia (Ignace), Curo (César) et frères.	Paris_1867_Italy_44.jpg
Randazzo (Gaétan)	Léonforte (Catane)	Soufre de commerce, soufre cristallisé, machines hydrauliques.	Paris_1867_Italy_44.jpg
Chambre de commerce de Caltanisette		Soufre de la province.	Paris_1867_Italy_44.jpg
Sous-commission de Catane		(baron de Salinella, Tisiglia et Regalnuto, propriétaires). Sels de la province.	Paris_1867_Italy_44.jpg
Marco (Polimero de)	Cosenza	Statue de sel gemme (Garibaldi à cheval).	Paris_1867_Italy_44.jpg
Mazzello (Augustin)	Messine	Sel gemme de mines du baron Salinella.	Paris_1867_Italy_44.jpg
Lasagno frères	Aoste (Turin)	Minerai de fer spathique de Saint-Ouen, acier trempé et acier fondu, fer aciéreux, faux à foin, faucilles et objets de forge, charrues, bêches, pioches piémontaises.	Paris_1867_Italy_44.jpg
Commune de Cogne (Truc-Jean-Boniface), syndic	a Cogne-Aoste (Turin)	Fer oxydulé et minerai de la mine de Licony.	Paris_1867_Italy_44.jpg
Riccardi di Netro (Ernest)	Turin	Minerai de fer oxydé, calcopyrite, minerai de cuivre, minerai de fer.	Paris_1867_Italy_44.jpg
Grassi (Antonio)	Bergame	Minerai de fer.	Paris_1867_Italy_44.jpg
Ragazzoni (Joseph)	Brescia	Minerais de fer, de plomb et de cuivre des vallées Trompia et Sabbia.	Paris_1867_Italy_44.jpg
Corneliani (Louis) et Cie	Milan	Minerais de fer, fonte et fers.	Paris_1867_Italy_44.jpg
Ceretti (Pierre-Marie)	Villadossola (Novare)	Minerai de fer du mont Oggia (Ossola).	Paris_1867_Italy_44.jpg
Administration des mines et fonderies royales de fer	Livourne	Minéraux cristallisés de l’île d’Elbe, blocs de fer et de fonte de Follonica, fonte et fer ouvré de Follonica et de Cécina.	Paris_1867_Italy_44.jpg
Petin-Gaudet	Cagliari	Minerai de fer oxydulé, instruments en acier fondu pour casser le minerai, roches méres et roche silurienne.	Paris_1867_Italy_44.jpg
Ropolo (Pierre) et fils	Turin	Arc en fer vide, vanne (saracinesca) pour réservoir.	Paris_1867_Italy_44.jpg
		(See cl. 63.)	Paris_1867_Italy_44.jpg
Silombra (Juvénal)	Pignerol (Turin)	Modéle de fourneau à soudler le fer, fer corroyd, échantillons de combustibles.	Paris_1867_Italy_44.jpg
Gervasono (Mariette)	Aoste (Turin)	Fonte des minerais de Cogne, fer à la comtoise, fer puddle, fer au charbon de bois, fer en verges (tondineille).	Paris_1867_Italy_44.jpg
Ceriani et Barzaghi frères	Milan	Statues, statuettes, bustes, médaillon, fleurs et presse-papiers en fonte galvanisée.	Paris_1867_Italy_44.jpg
Rubini et Scalini	Dongo (Come)	Minerai de fer, fonte, fer en 	Paris_1867_Italy_44.jpg
