Name	Place	Description	Pdf
Brassart (E. et J.) frères	À Rome	Collection d’écriteaux en métal fondu, avec inscriptions en relief.	Paris_1878_Italy_33.jpg
Bureau géologique royal d’Italie		Carte géologiques d’Italie, échelle de 500 000e carte d’Italie avec indication des mines et des principales usines métallurgiques; carte géologique d’une partie de la zone soufrière de Sicile (Caltanissetta et Girgenti), échelle de 100 00; carte des mines des environs d’Iglesias, échelle de 100 00 plan de l’Etna, échelle de 500 00; teintes géologiques.	Paris_1878_Italy_33.jpg
Calza Cramer (J.)	Trana (Turin)	Morceaux de tourbe concentrée.	Paris_1878_Italy_33.jpg
Cangiotti (A.)	Pesaro	Échantillons de minerais de soufre de la mine Norcia (Urbín); soufre brut et raffiné.	Paris_1878_Italy_33.jpg
Casaretto (chevalier G.)	Chiavari (Genes)	Minerais de cuivre et de manganèse des environs de Chiavari.	Paris_1878_Italy_33.jpg
Cesena sulphur Company limited		Soufre brut; soufre raffiné en bâtons et moulu; plans et dessins de la raffinerie et des fourneaux de fusion.	Paris_1878_Italy_33.jpg
Chambre de commerce d’Avellino		Collection de livrets pour batteurs d’or avec petites feuilles d’or et d’argent.	Paris_1878_Italy_33.jpg
Chambre de commerce de Caltanissetta		Collection des différentes qualités de soufre que produit la province de Caltanissetta.	Paris_1878_Italy_33.jpg
Chambre de commerce de Catane		Collection des différentes qualités de soufre que produit la province de Catane.	Paris_1878_Italy_33.jpg
Chambre de commerce de Girgenti		Minerais de soufre en cristaux; échantillons de sel gemme; collection des différentes qualités de soufre que produit la province.	Paris_1878_Italy_33.jpg
Chambre de commerce de Trapani		Échantillons de pierres pour meules de moulin.	Paris_1878_Italy_33.jpg
Civita (C.), ingénieur	Milan	Collection d’objets en fonte malléable.	Paris_1878_Italy_33.jpg
Compagnie anonyme du Bottino	Livourne	Minerais de plomb argentifère des mines du Bottino (Toscane); trois lingots de plomb et un lingot d’argent.	Paris_1878_Italy_33.jpg
Compagnie générale des mines	Gênes	Produits de la fonderie de Cogoletto.	Paris_1878_Italy_33.jpg
Cornelissen, Simonis et Wellens	Valpellina (Turin)	Minerais de cuivre, d’or et autres produits de Valpellina.	Paris_1878_Italy_33.jpg
Cosso (E.) et (B.) frères	Gênes	Minerais de cuivre et de manganèse.	Paris_1878_Italy_33.jpg
Curioni (G.)	Milan	Carte géologique des provinces lombardes à l’échelle de 170 000e avec deux volumes de texte.	Paris_1878_Italy_33.jpg
De Larderel (Commandeur F.) et Cie	Livourne	Produits de l’établissement industriel pour l’extraction de l’acide borique dans les Marennes toscanes.	Paris_1878_Italy_33.jpg
Dellamore (N.) et Cie	Cesena	Soufre double raffiné en pains et en bâtons; plans des travaux de la mine; Boreata n° 3.	Paris_1878_Italy_33.jpg
De Luca (C.) et fils	Naples	Cloche en bronze avec ornements.	Paris_1878_Italy_33.jpg
De Luca (M.)	Naples	Cloche brisée à laquelle, par une nouvelle méthode de soudure, on a rendu toute sa solidité et sa sonorité première.	Paris_1878_Italy_33.jpg
De Luca (S.)		Produits naturels des soufrières de Pouzzoles.	Paris_1878_Italy_33.jpg
