Name	Place	Description	Pdf
AGOSTINI VENEROSI DELLA SETA (Comte Alfred)	Pise, via S. Cecilia	Huile d'olives.	Paris_1889_Italy_54.jpg
CURTOPASSI (Marquis Joseph)	Bisceglie (province de Bari)	Huile d'olives extra-fine.	Paris_1889_Italy_54.jpg
DELLE SEDIE (Olynthe François)	Calci (Pise)	Huile d'olives.	Paris_1889_Italy_54.jpg
FREDIANO (Alexandre)	Lucques	Huile d'olives.	Paris_1889_Italy_54.jpg
GIACOBINI (François)	Altomonte (Cosenza)	Huiles d'olives, première qualité extra.	Paris_1889_Italy_54.jpg
GIULI (Albert)	Lorenzana-Pise	Huile fine d'olives.	Paris_1889_Italy_54.jpg
Laiterie de Soligo	Soligo (Trévise)	Beurre frais produit à force centrifuge, beurre salé.	Paris_1889_Italy_54.jpg
Laiterie Vicentine	Vi cence	Beurre et fromages.	Paris_1889_Italy_54.jpg
LUZI (Luce)	Ferno	Fromage, dit Caccio Cavallo; beurre salé.	Paris_1889_Italy_54.jpg
MAYRARGUF (Joseph)	Bari (Nice), rue Saint-Jean-Baptista, 1.	Huiles.	Paris_1889_Italy_54.jpg
MIMBELLI (Luca G.)	Livourne	Huiles d'olives.	Paris_1889_Italy_54.jpg
PARILLI Frères (J. & S.)	Paris, rue du Grand-Prieuré, 18	Produits alimentaires.	Paris_1889_Italy_54.jpg
RAE (Samuel) & Cie	Livourne, via E. Pollastrini, 3	Huiles d'olives.	Paris_1889_Italy_54.jpg
RIZZI (N.) & Cie	Milan, via Pietro-Custodi, 42	Beurre en boîtes pour l'exportation dans les climats chauds.	Paris_1889_Italy_54.jpg
SCOTTI (E.)	Paris, rue Asile-Popincourt, 13	Fromage de Gorgonzola et autres produits.	Paris_1889_Italy_54.jpg
TANLONGO (Bernard), Directeur de la Banque de Rome	Rome	Fromages, dits Caccio Cavallo.	Paris_1889_Italy_54.jpg
