Name	Place	Description	Pdf
Lombroso (C.)		professeur de médecine légale à l'Université royale de Turin. — Sur le traitement de la pellagre, ouvrage populaire; études cliniques sur les causes de la pellagre; les poisons du mal.	Paris_1878_Italy_6.jpg
Manassei (Dr C.)		professeur et directeur de la clinique de l'Université royale de Rome. — Atlas des maladies de la peau, illustré avec photographies aquarellées (avec 116 planches); atlas des maladies de la peau et de la syphilis (avec 80 planches).	Paris_1878_Italy_6.jpg
Ministère de l'instruction publique		Collection des livres de texte employés dans les écoles classiques techniques; monographie illustrative; résumé de la marche des études de l'Ecole royale supérieure d'agriculture à Milan depuis 1870 jusqu'au premier semestre 1878; règlement intérieur de l'Ecole royale d'agriculture à Portici, et son fonctionnement pendant les trois dernières années; dessin de l'appareil projeté pour les recherches sur l'action de l'électricité sur les plantes vivantes; Ecole royale supérieure navale, à Gênes; projets et dessins de constructions navales	Paris_1878_Italy_6.jpg
Ministère des finances		Comptabilité générale, à Rome; publications concernant la genèse et le développement des études logismographiques; travaux de comptabilité suivant la méthode logismographique, concernant l'administration de l'Etat.	Paris_1878_Italy_6.jpg
Musante (C., ingénieur)	à Gênes	Projet d'un édifice pour université.	Paris_1878_Italy_6.jpg
Salazaro (Commandeur D.)	à Naples	Les monuments de l'Italie méridionale reproduits et illustrés.	Paris_1878_Italy_6.jpg
Sangalli (J.)		professeur d'anatomie pathologique à l'Université royale de Pavie. — Ouvrages d'anatomie pathologique avec planches lithographiques et gravées.	Paris_1878_Italy_6.jpg
Scotti (Commandeur J.)	à Milan	Revue de la bienfaisance publique et des Instituts de prévoyance.	Paris_1878_Italy_6.jpg
Trois (H.-P.)		conservateur des musées d'histoire naturelle de l'Institut royal vénitien des sciences, des lettres et des arts, à Venise. — Démonstrations anatomiques sur l'angiologie des vertèbres inférieures et spécialement du système lymphatique des poissons.	Paris_1878_Italy_6.jpg
Viganò (V., professeur)	à Milan	Livres d'éducation.	Paris_1878_Italy_6.jpg
Abbaye de Montecassino		Bibliotheca Casinensis (lithographie), Bibliotheca Casinensis à volumes; paléographie artistique de Montecassino.	Paris_1878_Italy_6.jpg
Ariani et Landi	à Florence	Livres imprimés et opuscules divers.	Paris_1878_Italy_6.jpg
Association typographique de Milan		Bibliographie italienne.	Paris_1878_Italy_6.jpg
Barbera (G.)	à Florence	Spécimens d'ouvrages imprimés.	Paris_1878_Italy_6.jpg
Blanchi (J.)	à Bologne	Album de musique et Stabat-Mater; imprimés; planches de musique gravées.	Paris_1878_Italy_6.jpg
Bona (V.)		Livres et prospectus.	Paris_1878_Italy_6.jpg
Camilla et Bertolero	à Turin	L'art de l'ingénieur civil et les arts industriels, avec planches lithographiques.	Paris_1878_Italy_6.jpg
Cantone Marziano et Cie	à Turin	Musique.	Paris_1878_Italy_6.jpg
Carrara (P.)	à Milan	Livres.	Paris_1878_Italy_6.jpg
Casanova (F.)	à Turin	Livres.	Paris_1878_Italy_6.jpg
Civelli (J.)	à Milan	Éditions et spécimens typographiques; éditions calcographiques et lithographiques; cartes géographiques en métagraphie; spécimens lithographiques, etc.	Paris_1878_Italy_6.jpg
De Angelis (J. et fils)	à Naples	Imprimés et travaux typographiques.	Paris_1878_Italy_6.jpg
