Name	Place	Description	Pdf
Gemelli (Paul)	à Paris	Collection d'oranges et de citrons de Sicile.	Paris_1867_Italy_93.jpg
Luscia (Jean)	à Brescia	Citrons du lac de Garde.	Paris_1867_Italy_93.jpg
Solari (Louis)	à Chiavari	Oranges et citrons.	Paris_1867_Italy_93.jpg
Sous-commission d'Ancone		Citrons et oranges.	Paris_1867_Italy_93.jpg
Sous-commission d'Ascoli		Citrons et oranges.	Paris_1867_Italy_93.jpg
Boccardi frères	à Candela (Foggia)	Fruits.	Paris_1867_Italy_93.jpg
Bartolini frères	à Corigliano-Calabro (Cosenza)	Oranges.	Paris_1867_Italy_93.jpg
Sous-commission de Reggio de Calabre		Collection d'oranges et de citrons de la Calabre ultérieure.	Paris_1867_Italy_93.jpg
Sous-commission de Catane (Bolleti Gaspard et Lampriatti)		Oranges, mandarines, citrons, cédrats et bergamotes au vinaigre.	Paris_1867_Italy_93.jpg
Chambre de commerce et des arts de Palerme		Fruits.	Paris_1867_Italy_93.jpg
Randazzo (Gaëtan)	à Léonforte (Catane)	Oranges.	Paris_1867_Italy_93.jpg
Zanetti (Edouard)	à Cameri (Turin)	Pommes de terre blanches et violettes.	Paris_1867_Italy_93.jpg
Greco (Pierre)	à Villa San-Giovanni (Reggio-Calabre)	Pommes de terre.	Paris_1867_Italy_93.jpg
Bartolini (François)	à Arezzo	Oignons rouges et autres.	Paris_1867_Italy_93.jpg
Mantegazza (Paul)	à Pavie	Fruits du solanum betaceum de la Bolovie, à Luvino (lac Majeur).	Paris_1867_Italy_93.jpg
Palumbo (Horace)	à Bari	Olives.	Paris_1867_Italy_93.jpg
Sous-commission de Catane		Olives blanches et noires sèches, salées et au vinaigre.	Paris_1867_Italy_93.jpg
Chambre de commerce de Caltanisette		Olives blanches et noires; feuilles de laurier, pistache à gousse et mondée.	Paris_1867_Italy_93.jpg
Riso (Alphonse de)	à Catanzaro	Truffes et asperges.	Paris_1867_Italy_93.jpg
Solieri Papiani (Jérome)	à Florence	Anis, coriandres et safrans.	Paris_1867_Italy_93.jpg
Scalabrin (Balthasar)	à Padoue	Châtaignes.	Paris_1867_Italy_93.jpg
Sous-commission de Savone		Marrons secs, citrons, cédrats.	Paris_1867_Italy_93.jpg
Carattini (Jean-Baptiste)	à Savone	Châtaignes sèches.	Paris_1867_Italy_93.jpg
Gandolfi (Cière-François)	à Chiavari	Noisettes.	Paris_1867_Italy_93.jpg
Brasini (Etienne) et Blaise frères	à Forli	Amandes.	Paris_1867_Italy_93.jpg
Amendori (Donat)	à Bari	Amandes et poisettes.	Paris_1867_Italy_93.jpg
Ferri (Vito-Nicolas)	à Bari	Amandes.	Paris_1867_Italy_93.jpg
Positano (Xavier-Ange)	à Bari	Amandes.	Paris_1867_Italy_93.jpg
Profeta (B.-Joseph)	à Messine	Noix et noisettes.	Paris_1867_Italy_93.jpg
Sous-commission de Catane	(sous-comités de Syracuse, de Caltanisetta, de Girgenti et de Scordia; Lae, Bacio)	Amandes, carouves, noisettes, noix, pistaches, oranges, mandarines, limons, cédrats, bergamotes.	Paris_1867_Italy_93.jpg
Guardi (Ignace)	à Girgenti	Pistaches en gousses.	Paris_1867_Italy_93.jpg
Chambre de commerce de Caltanisette		Pistaches en gousses.	Paris_1867_Italy_93.jpg
Caico (César)		Pistaches en gousses.	Paris_1867_Italy_93.jpg
Cacisi (Etienne)	à Girgenti	Amandes.	Paris_1867_Italy_93.jpg
Carrano (Joseph)	à Girgenti	Amandes.	Paris_1867_Italy_93.jpg
Gennardi (Ignace)		Pistaches d'Agrigent.	Paris_1867_Italy_93.jpg
Virgili (Dominique)	à Vacones (Foligno-Ruti)	Figues sèches pressées, amandes et noix.	Paris_1867_Italy_93.jpg
Sous-commission d'Ascoli		Ignames, figues sèches; olives.	Paris_1867_Italy_93.jpg
Silo-Labini (Vincent)	à Bari	Raisin sec, amandes, caroubes, cérécole; pois chiches.	Paris_1867_Italy_93.jpg
Sous-commission de Brindisi		Figues sèches; raisin sec.	Paris_1867_Italy_93.jpg
Montagna (Fidèle) et Cie	à Brindisi	Figues sèches et raisin sec.	Paris_1867_Italy_93.jpg
