Name	Place	Description	Pdf
Bacchi (A.)	à Bologne	Mortadelles; saucisson fin.	Paris_1878_Italy_65.jpg
Baldo (J.) et Cie	à Polesella (Rovigo)	Bondiole et saucisses.	Paris_1878_Italy_65.jpg
Balugani (L.)	à Modène	Col salé; zampone (pied de porc); cappelleto.	Paris_1878_Italy_65.jpg
Bassi (M.) et Ugo frères	à Bologne	Saucissons; mortadelle; col salé; salaisons en boîtes.	Paris_1878_Italy_65.jpg
Bellentani (F.)	à Modène	Jambon; mortadelle; col salé; fiorettino.	Paris_1878_Italy_65.jpg
Bergamo (J.)	à Naples	Viande préparée inaltérable.	Paris_1878_Italy_65.jpg
Betti (A.)	à Florence	Un saucisson florentin.	Paris_1878_Italy_65.jpg
Bordoni (N.)	à Bologne	Mortadelle; saucisson; jambon; salaisons en boîtes.	Paris_1878_Italy_65.jpg
Calderaj (A.)	à Florence	Saucissons de plusieurs qualités.	Paris_1878_Italy_65.jpg
Carulli (D.)	à Crémone	Saucissons divers.	Paris_1878_Italy_65.jpg
Casselani (J.)	à Modène	Jambon en boite; saucisson.	Paris_1878_Italy_65.jpg
Chambre de commerce et des arts d’Avellino		Jambon de Trevico.	Paris_1878_Italy_65.jpg
Checchi (D.)	à Vignola (Modène)	Mortadelle; saucisson; col salé.	Paris_1878_Italy_65.jpg
Colombini (B.)	à Modène	Mortadelle; col salé; zampone; saucisson florentin; jambon.	Paris_1878_Italy_65.jpg
Colombini (U.)	à Bologne	Salaisons de plusieurs qualités et en boîtes.	Paris_1878_Italy_65.jpg
Corte (A.)	à Chiavari (Gênes)	Sardines et thon à l'huile; rougets; champignons.	Paris_1878_Italy_65.jpg
Curry (J.)	à Livourne	Anchois à l'huile et salés; viandes conservées.	Paris_1878_Italy_65.jpg
Dall'Ara (F.)	à Rovigo	Bondiola et soppressa.	Paris_1878_Italy_65.jpg
De Col et Cie	à Milazzo (Messine)	Poissons conservés dans l'huile.	Paris_1878_Italy_65.jpg
Del Fabbro Indri (A.)	à Cividale (Udine)	Jambon préparé pour être coupé en tranches très-minces; mortadelle de Bologne en boîtes.	Paris_1878_Italy_65.jpg
De Rossa (J.)	à Naples	Saucissons assortis.	Paris_1878_Italy_65.jpg
Faleicone (J.)	à Turin	Saucisson; mortadelle; zampone; cotechino.	Paris_1878_Italy_65.jpg
Fardella et Cie	à Trapani	Thon à l'huile.	Paris_1878_Italy_65.jpg
Ferrari (A.)	à Ferrare	Saucissons au marsala.	Paris_1878_Italy_65.jpg
Forni (A.)	à Bologne	Mortadelles; saucissons; jambons.	Paris_1878_Italy_65.jpg
Frigeri (J.)	à Modène	Mortadelle; jambon; col salé; salaisons en boîtes.	Paris_1878_Italy_65.jpg
Frigeri frères	à Modène	Salaisons diverses.	Paris_1878_Italy_65.jpg
Garavelli (A.)	à Alexandrie	Saucisson cru.	Paris_1878_Italy_65.jpg
Gigli (R. et L.)	à Ancône	Mortadelle; saucisson; col salé; jambon; mortadelle en boîtes.	Paris_1878_Italy_65.jpg
Grillini (N.) et Cie	à Bologne	Mortadelle; saucisson.	Paris_1878_Italy_65.jpg
Lancia frères et Olivieri (L.)	à Bologne	Viandes de bœuf en conserve.	Paris_1878_Italy_65.jpg
Lanzarini frères	à Bologne	Mortadelle; saucisson; col salé; salaisons en boîtes.	Paris_1878_Italy_65.jpg
Lanzarini (J.)	à Casalecchio di Reno (Bologne)	Mortadelle; saucissons; col salé; saucissons en boîtes.	Paris_1878_Italy_65.jpg
Lodi (L.)	à Modène	Mortadelle; saucisson florentin.	Paris_1878_Italy_65.jpg
