Name	Place	Description	Pdf
Bobbio (J.C.) et Cie	Vercelli	Riz.	Paris_1878_Italy_60.jpg
Bottari (M.)	Vasto (Chieti)	Pâtes travaillées.	Paris_1878_Italy_60.jpg
Bouglieux frères et Cie	Livourne	Farine; semoules pour pâtes et potages; pâtes pour potages.	Paris_1878_Italy_60.jpg
Calderari, Bajo et Cie	San-Giovanni Teduccio (Naples)	Pâtes hygiéniques alimentaires de gluten.	Paris_1878_Italy_60.jpg
Carbone (S.)	Catane	Pâtes diverses.	Paris_1878_Italy_60.jpg
Carotenuto (P.)	Torre Annunziata (Naples)	Pâtes fines pour potages.	Paris_1878_Italy_60.jpg
Chambre de commerce et d'arts	Vérone	Riz mondé; riz brut (avec monographie imprimée).	Paris_1878_Italy_60.jpg
Castino (G.B.) et Scotta (E.)	Turin	Grains; semoules; farines; pâtes.	Paris_1878_Italy_60.jpg
Cordiviola (M.)	Plaisance	Semoule de blé dur.	Paris_1878_Italy_60.jpg
D’Apuzzo (R.)	Gragnano (Naples)	Pâte confectionnée.	Paris_1878_Italy_60.jpg
De Simone (R.)	Torre Annunziata (Naples)	Pâtes pour l'exportation.	Paris_1878_Italy_60.jpg
Direction de l'Agriculture		Collection de produits agricoles de l'Italie (dans 1,500 vases de cristal).	Paris_1878_Italy_60.jpg
Donati, Grioni et Tensini	Crème (Crémoe)	Riz mondés et blancs.	Paris_1878_Italy_60.jpg
Ferrarini (R.) frères et Cie	Formigine (Modène)	Riz glacé.	Paris_1878_Italy_60.jpg
Frosini (E.) et frères	Ponsacco (Pise)	Pâtes pour potages; pâtes à la chinoise.	Paris_1878_Italy_60.jpg
Gentili (F.)	Pontasserchio (Pise)	Pâtes pour potages.	Paris_1878_Italy_60.jpg
Ghigliotti frères	Gênes	Pâtes.	Paris_1878_Italy_60.jpg
Malinverni (S.)	Vercelli (Novare)	Riz; farine.	Paris_1878_Italy_60.jpg
Masatto (L.)	Borsea (Rovigo)	Farine de froment;  farine de mais.	Paris_1878_Italy_60.jpg
Massazza (J.)	Mede (Pavie)	Riz blanc; riz brut; riz en épis.	Paris_1878_Italy_60.jpg
Meliehi (T.)	Venise	Echantillons de céréales.	Paris_1878_Italy_60.jpg
Norsa (L.) et Alessandro frères	Mantue	Riz.	Paris_1878_Italy_60.jpg
Palumbo (P.)	Minori (Salerne)	Pâtes.	Paris_1878_Italy_60.jpg
Penazzi (S.)	Borgo San-Giorgio (Ferrare)	Pâtes de blé dur Tayanohl et de blés tendres de la province.	Paris_1878_Italy_60.jpg
Podenzoi (J.)	Gênes	Riz.	Paris_1878_Italy_60.jpg
Poggioli frères	Bologne	Riz; fleur de semoule et de farine; semoules reconstituées; son; semoule de blé dur.	Paris_1878_Italy_60.jpg
Porcari (A.)	Palermo	Collection de céréales et produits farineux.	Paris_1878_Italy_60.jpg
Potestà frères	Torre Annunziata (Naples)	Pâtes fines; semoule pour pâtes.	Paris_1878_Italy_60.jpg
Salina (Comte A.)	Bologne	Riz mondé et en épis.	Paris_1878_Italy_60.jpg
Salvati (F.)	Caltanissetta	Farine de froment; pâtes pour potage; biscuits doux.	Paris_1878_Italy_60.jpg
Semino (J.-B.) et fils	Gênes	Riz de différentes qualités.	Paris_1878_Italy_60.jpg
Société des moulins	(Directeur : J.-A. Gidoni) à Murano (Venise)	Productules de mouture de blé; froment du pays.	Paris_1878_Italy_60.jpg
Stazione agraria	(Comice agricole) à Florence (Directeur: E. Becchi.)	Collection de produits agricoles.	Paris_1878_Italy_60.jpg
